31.1105, 31.1184, 31.1009, 31.1001, 
31.0076, 30.9801, 30.9811, 30.98, 
30.89, 30.89, 30.8902, 30.8316, 
30.72, 30.6186, 30.6691, 30.709, 
30.64, 30.7427, 30.7599, 30.6478, 
30.4612, 30.3805, 30.38, 30.3807, 
30.3546, 30.3511, 30.318, 30.3396, 
30.3809, 30.3267, 30.28, 30.28, 
30.3014, 30.3574, 30.4178, 30.3642, 
30.4955, 30.5349, 30.5175, 30.4891, 
30.3647, 30.2976, 30.3469, 30.3557, 
30.2467, 30.245, 30.2596, 30.2791, 
30.332, 30.2813, 30.2979, 30.3359, 
30.3764, 30.3524, 30.3832, 30.3287, 
30.3246, 30.3258, 30.311, 30.3251, 
30.3014, 30.361, 30.3916, 30.5036, 
30.5458, 30.5547, 30.604, 30.6396, 
30.7013, 30.6407, 30.6307, 30.6565, 
30.7007, 30.7007, 30.68, 30.5877, 
30.4909, 30.4998, 30.451, 30.4721, 
30.6119, 30.6142, 30.5693, 30.4676, 
30.4604, 30.3819, 30.3773, 30.235, 
30.0552, 30.2348, 30.1235, 30.1254, 
30.0179, 29.9319, 29.9206, 29.915, 
30.0847, 29.9335, 29.8189, 29.8584, 
29.9441, 29.8608, 29.8124, 29.8113, 
29.8113, 29.804, 29.8104, 29.859, 
29.7972, 29.8004, 29.7952, 29.8084, 
29.7356, 29.736, 29.736, 29.7369, 
29.5502, 29.5529, 29.5375, 29.4394, 
29.3861, 29.304, 29.2522, 29.2454, 
28.8711, 28.8841, 28.8691, 28.8795, 
28.4963, 28.5139, 28.485, 28.4916, 
28.5252, 28.6205, 28.5281, 28.4906, 
28.4939, 28.5048, 28.5312, 28.518, 
28.4931, 28.4973, 28.511, 28.5156, 
28.5216, 28.5733, 28.5726, 28.5083, 
28.5064, 28.5121, 28.534, 28.5005, 
28.5121, 28.4855, 28.4852, 28.4979, 
28.5385, 28.541, 28.5296, 28.6104, 
28.6693, 28.7662, 28.9237, 28.98, 
29.033, 28.87, 28.8636, 28.8834, 
29.0436, 28.9983, 28.9983, 28.9904, 
28.9916, 28.9916, 28.9763, 28.9817, 
29.0053, 29.0511, 29.0859, 29.0658, 
29.0346, 29.0219, 29.0337, 29.0424, 
29.02, 29.0199, 29.029, 29.0257, 
29.017, 29.0206, 29.0243, 29.0218, 
29.0242, 29.0274, 29.0471, 29.0388, 
29.0402, 29.0639, 29.1019, 29.11, 
29.1332, 29.1248, 29.1037, 29.077, 
29.0805, 29.0815, 29.0882, 29.0891, 
29.0928, 29.0832, 29.0871, 29.0891, 
29.1405, 29.1829, 29.1764, 29.1761, 
29.2491, 29.2381, 29.2519, 29.276, 
29.2229, 29.2152, 29.2176, 29.2325, 
29.2178, 29.2208, 29.2225, 29.2226, 
29.2447, 29.2591, 29.2552, 29.2322, 
29.2151, 29.2162, 29.2151, 29.2187, 
29.2154, 29.2165, 29.2172, 29.2146, 
29.2164, 29.215, 29.2171, 29.2224, 
29.2159, 29.219, 29.2215, 29.2204, 
28.8673, 28.7709, 28.7674, 28.7783, 
28.2367, 28.1496, 28.0161, 27.9951, 
27.8402, 27.8741, 27.9772, 28.0293, 
27.9955, 27.9103, 27.8372, 27.8821, 
27.8917, 27.8887, 27.8389, 27.8341, 
27.7796, 27.775, 27.7487, 27.7487, 
27.9549, 27.88, 27.8677, 27.9469, 
28.0157, 27.9804, 28.1017, 28.0025, 
28.1237, 28.1872, 28.133, 28.0853, 
28.0306, 28.0207, 28.0016, 27.9998, 
27.8312, 27.8312, 27.745, 27.7738, 
27.7007, 27.7091, 27.699, 27.7245, 
27.8313, 27.8256, 27.8548, 27.8831, 
27.8926, 27.9394, 27.8739, 27.8085, 
27.7933, 27.765, 27.7907, 27.8291, 
27.8222, 27.7543, 27.7241, 27.7074, 
27.7463, 27.7586, 27.8055, 27.794, 
28.0223, 27.9929, 28.0055, 27.9608, 
28.0919, 28.1946, 28.2885, 28.375, 
28.4765, 28.5497, 28.5528, 28.6193, 
28.5802, 28.584, 28.6721, 28.6282, 
28.8005, 28.8333, 28.8185, 28.831, 
28.7154, 28.5938, 28.5678, 28.6679, 
28.6726, 28.7252, 28.6744, 28.6012, 
28.6898, 28.6888, 28.7304, 28.6817, 
28.595, 28.5826, 28.604, 28.4854, 
28.3815, 28.4161, 28.473, 28.4936, 
28.5852, 28.5494, 28.5844, 28.4572, 
28.4368, 28.545, 28.5566, 28.4637, 
28.1977, 28.2108, 28.2015, 28.2562, 
28.3566, 28.3856, 28.316, 28.316, 
28.4582, 28.4065, 28.3812, 28.3603, 
28.5463, 28.5678, 28.5366, 28.4989, 
28.6132, 28.643, 28.6157, 28.5207, 
28.4708, 28.5562, 28.625, 28.599, 
28.5291, 28.614, 28.6715, 28.6219, 
28.6248, 28.6087, 28.4633, 28.4793, 
28.503, 28.581, 28.5805, 28.5544, 
28.8389, 28.828, 28.8135, 28.879, 
28.825, 28.8503, 28.838, 28.876, 
28.8698, 28.7312, 28.7792, 28.816, 
28.9978, 28.9123, 28.9261, 28.9799, 
28.8571, 28.7135, 28.661, 28.6892, 
28.64, 28.6649, 28.7629, 28.84, 
28.8059, 28.8177, 28.7472, 28.79, 
28.4821, 28.4834, 28.3966, 28.474, 
28.3007, 28.2697, 28.3023, 28.2863, 
27.9898, 27.9805, 27.9698, 28.024, 
28.1207, 28.1305, 28.1042, 28.1901, 
28.2349, 28.2524, 28.2642, 28.2496, 
28.2369, 28.1844, 28.1994, 28.1994, 
28.1223, 28.1211, 28.0245, 28.0279, 
28.0079, 27.9929, 27.8432, 27.8171, 
27.6615, 27.7027, 27.7383, 27.768, 
27.773, 27.8019, 27.8043, 27.7626, 
27.7737, 27.6921, 27.5602, 27.5332, 
27.7085, 27.6797, 27.6625, 27.6985, 
27.6336, 27.5675, 27.465, 27.4666, 
27.4331, 27.4244, 27.3921, 27.3621, 
27.2424, 27.159, 27.2085, 27.1258, 
26.9187, 27.0209, 26.9569, 27.0663, 
27.0965, 26.9876, 27.0168, 27.0381, 
26.984, 26.9355, 27.0474, 26.8868, 
26.7089, 26.7331, 26.8582, 26.8801, 
27.0079, 27.0836, 27.0895, 27.0369, 
27.0379, 27.045, 27.0163, 26.9738, 
27.1021, 27.0334, 27.0611, 27.0789, 
26.8558, 26.9125, 26.867, 26.9189, 
26.9277, 27.0194, 27.0554, 26.9674, 
26.9223, 26.9073, 26.9878, 26.8431, 
26.8197, 26.8416, 26.7605, 26.804, 
26.6962, 26.7348, 26.7391, 26.6738, 
26.8189, 26.8337, 26.7804, 26.7225, 
26.705, 26.6964, 26.7614, 26.7863, 
26.7672, 26.7446, 26.7379, 26.7295, 
26.7222, 26.6406, 26.6714, 26.6708, 
26.7965, 26.7764, 26.798, 26.8015, 
26.8048, 26.7715, 26.7974, 26.7674, 
26.6665, 26.7263, 26.7944, 26.7498, 
