0.916911,0.916911,0.916911,0.916911
0.643340,0.643340,0.643340,0.643340
0.961173,0.961173,0.961173,0.961173
0.863307,0.863307,0.863307,0.863307
0.613748,0.613748,0.613748,0.613748
0.618548,0.618548,0.618548,0.618548
0.833516,0.833516,0.833516,0.833516
0.639759,0.639759,0.639759,0.639759
0.845358,0.845358,0.845358,0.845358
0.820213,0.820213,0.820213,0.820213
0.633689,0.633689,0.633689,0.633689
0.650925,0.650925,0.650925,0.650925
0.836349,0.836349,0.836349,0.836349
0.897411,0.897411,0.897411,0.897411
0.874647,0.874647,0.874647,0.874647
0.845558,0.845558,0.845558,0.845558
0.779848,0.779848,0.779848,0.779848
0.822071,0.822071,0.822071,0.822071
0.879446,0.879446,0.879446,0.879446
0.733585,0.733585,0.733585,0.733585
0.943351,0.943351,0.943351,0.943351
0.512394,0.512394,0.512394,0.512394
0.814066,0.814066,0.814066,0.814066
0.736389,0.736389,0.736389,0.736389
0.870374,0.870374,0.870374,0.870374
0.898490,0.898490,0.898490,0.898490
0.891765,0.891765,0.891765,0.891765
0.844484,0.844484,0.844484,0.844484
0.795269,0.795269,0.795269,0.795269
0.856570,0.856570,0.856570,0.856570
0.872563,0.872563,0.872563,0.872563
0.769197,0.769197,0.769197,0.769197
0.781273,0.781273,0.781273,0.781273
0.908521,0.908521,0.908521,0.908521
0.963664,0.963664,0.963664,0.963664
0.920627,0.920627,0.920627,0.920627
0.831570,0.831570,0.831570,0.831570
0.883063,0.883063,0.883063,0.883063
0.884821,0.884821,0.884821,0.884821
0.892751,0.892751,0.892751,0.892751
0.682978,0.682978,0.682978,0.682978
0.922366,0.922366,0.922366,0.922366
0.492199,0.492199,0.492199,0.492199
0.942235,0.942235,0.942235,0.942235
0.711666,0.711666,0.711666,0.711666
0.683086,0.683086,0.683086,0.683086
0.796965,0.796965,0.796965,0.796965
0.641091,0.641091,0.641091,0.641091
0.795592,0.795592,0.795592,0.795592
0.816059,0.816059,0.816059,0.816059
0.800333,0.800333,0.800333,0.800333
0.886681,0.886681,0.886681,0.886681
0.505426,0.505426,0.505426,0.505426
0.864165,0.864165,0.864165,0.864165
0.908210,0.908210,0.908210,0.908210
0.855418,0.855418,0.855418,0.855418
0.927517,0.927517,0.927517,0.927517
0.770347,0.770347,0.770347,0.770347
0.949099,0.949099,0.949099,0.949099
0.800578,0.800578,0.800578,0.800578
0.509938,0.509938,0.509938,0.509938
0.701411,0.701411,0.701411,0.701411
0.734141,0.734141,0.734141,0.734141
0.747697,0.747697,0.747697,0.747697
0.747742,0.747742,0.747742,0.747742
0.892512,0.892512,0.892512,0.892512
0.788149,0.788149,0.788149,0.788149
0.950054,0.950054,0.950054,0.950054
0.791256,0.791256,0.791256,0.791256
0.728002,0.728002,0.728002,0.728002
0.823753,0.823753,0.823753,0.823753
0.755497,0.755497,0.755497,0.755497
0.862623,0.862623,0.862623,0.862623
0.908891,0.908891,0.908891,0.908891
0.855959,0.855959,0.855959,0.855959
0.731795,0.731795,0.731795,0.731795
0.860347,0.860347,0.860347,0.860347
0.890966,0.890966,0.890966,0.890966
0.871177,0.871177,0.871177,0.871177
0.863141,0.863141,0.863141,0.863141
0.886899,0.886899,0.886899,0.886899
0.938993,0.938993,0.938993,0.938993
0.669444,0.669444,0.669444,0.669444
0.829810,0.829810,0.829810,0.829810
0.867805,0.867805,0.867805,0.867805
0.891018,0.891018,0.891018,0.891018
0.417601,0.417601,0.417601,0.417601
0.894363,0.894363,0.894363,0.894363
0.843860,0.843860,0.843860,0.843860
0.605828,0.605828,0.605828,0.605828
0.874734,0.874734,0.874734,0.874734
0.527257,0.527257,0.527257,0.527257
0.897170,0.897170,0.897170,0.897170
0.861227,0.861227,0.861227,0.861227
0.609342,0.609342,0.609342,0.609342
0.904809,0.904809,0.904809,0.904809
0.866039,0.866039,0.866039,0.866039
0.886836,0.886836,0.886836,0.886836
0.918010,0.918010,0.918010,0.918010
0.893610,0.893610,0.893610,0.893610
